timestamp,gyro_x,gyro_y,gyro_z
2025-10-16T21:06:59.832151,-3,167,-85
2025-10-16T21:07:00.048172,382,-115,143
2025-10-16T21:07:00.249660,-256,-638,-247
2025-10-16T21:07:00.464623,14,-253,-331
2025-10-16T21:07:00.688139,145,-115,-345
2025-10-16T21:07:00.899283,59,308,-326
2025-10-16T21:07:01.131272,-142,84,-143
2025-10-16T21:07:01.363983,-224,-296,-567
2025-10-16T21:07:01.566559,177,155,69
2025-10-16T21:07:01.781753,-103,-21,131
2025-10-16T21:07:02.014196,-1190,460,-24
2025-10-16T21:07:02.530455,384,530,85
2025-10-16T21:07:02.748727,240,418,-224
2025-10-16T21:07:02.982304,6,251,-142
2025-10-16T21:07:03.197558,-117,106,172
2025-10-16T21:07:03.398873,-240,119,355
2025-10-16T21:07:03.631707,36,-117,-9
2025-10-16T21:07:03.832211,100,227,10
2025-10-16T21:07:04.031534,-349,3,117
2025-10-16T21:07:04.231884,-332,8,99
2025-10-16T21:07:04.446251,-326,-18,102
2025-10-16T21:07:04.915208,-81,-25,138
2025-10-16T21:07:05.131714,85,-257,-341
2025-10-16T21:07:05.364863,51,-3,-47
2025-10-16T21:07:05.566381,206,-605,1311
2025-10-16T21:07:05.781543,-637,-174,876
2025-10-16T21:07:06.265974,-681,58,703
2025-10-16T21:07:06.481905,92,909,-327
2025-10-16T21:07:06.682117,154,228,162
2025-10-16T21:07:06.897372,239,197,-137
2025-10-16T21:07:07.113898,46,-75,23
2025-10-16T21:07:07.316242,-245,46,-36
2025-10-16T21:07:07.515750,-102,-135,10
2025-10-16T21:07:07.748804,-59,-87,27
2025-10-16T21:07:07.965105,-50,-198,33
2025-10-16T21:07:08.481428,-154,-659,446
2025-10-16T21:07:08.715197,83,71,7
2025-10-16T21:07:08.917274,-121,363,499
2025-10-16T21:07:09.132337,211,272,404
2025-10-16T21:07:09.662423,-395,1,133
2025-10-16T21:07:09.881654,912,-237,-20
2025-10-16T21:07:10.116131,-255,147,-52
2025-10-16T21:07:10.332562,-194,217,-87
2025-10-16T21:07:10.533076,-71,147,-57
2025-10-16T21:07:10.765256,-164,54,-485
2025-10-16T21:07:11.249832,276,-1745,373
2025-10-16T21:07:11.481346,-298,-1731,-246
2025-10-16T21:07:11.714896,263,-1963,-643
2025-10-16T21:07:11.931004,295,-1977,-92
2025-10-16T21:07:12.148320,350,-1656,-20
2025-10-16T21:07:12.365371,-187,-1920,62
2025-10-16T21:07:12.581427,175,-1307,221
2025-10-16T21:07:12.814511,70,-1957,73
2025-10-16T21:07:13.036460,-202,-1717,336
2025-10-16T21:07:13.267070,-160,-2000,-814
2025-10-16T21:07:13.482560,-369,-1937,-833
2025-10-16T21:07:13.713276,722,-1995,561
2025-10-16T21:07:13.935018,-767,-1473,255
2025-10-16T21:07:14.149223,-124,-1026,211
2025-10-16T21:07:14.381420,249,-1766,390
2025-10-16T21:07:14.599046,42,-1693,-52
2025-10-16T21:07:14.815472,389,-2000,-273
2025-10-16T21:07:15.032595,-189,-1785,132
2025-10-16T21:07:15.264821,95,-2000,-556
2025-10-16T21:07:15.482718,523,-1718,-140
2025-10-16T21:07:15.714653,-341,-1702,89
2025-10-16T21:07:15.963995,-172,-1276,112
2025-10-16T21:07:16.182554,458,-962,-42
2025-10-16T21:07:16.415273,-231,-52,227
2025-10-16T21:07:16.663805,-2000,1883,-205
2025-10-16T21:07:16.882084,-1375,-824,1999
2025-10-16T21:07:17.082058,1511,-641,1999
2025-10-16T21:07:17.282609,-691,-1689,-2000
2025-10-16T21:07:17.482695,959,623,-1930
2025-10-16T21:07:17.715231,321,1059,732
2025-10-16T21:07:17.932663,-159,27,-108
2025-10-16T21:07:18.165383,-415,760,-645
2025-10-16T21:07:18.381200,-25,-139,-34
2025-10-16T21:07:18.616228,104,22,385
2025-10-16T21:07:18.844583,517,155,173
2025-10-16T21:07:19.064922,468,-231,183
2025-10-16T21:07:19.282766,115,-350,360
2025-10-16T21:07:19.516139,-98,-392,92
2025-10-16T21:07:19.732475,-60,-486,185
2025-10-16T21:07:19.966463,54,88,31
2025-10-16T21:07:20.181805,-1085,671,14
2025-10-16T21:07:20.416151,-439,-183,-373
2025-10-16T21:07:20.883368,124,86,-516
2025-10-16T21:07:21.115277,-117,1045,-863
2025-10-16T21:07:21.333194,94,49,-717
2025-10-16T21:07:21.565080,8,-7,116
2025-10-16T21:07:21.782370,274,30,693
2025-10-16T21:07:21.983984,9,-681,-51
2025-10-16T21:07:22.483420,45,-580,20
2025-10-16T21:07:22.699105,64,365,133
2025-10-16T21:07:22.931929,-43,-324,-580
2025-10-16T21:07:23.132786,-18,39,-189
2025-10-16T21:07:23.332453,-25,-5,42
2025-10-16T21:07:23.568748,-2,4,5
2025-10-16T21:07:23.782624,-7,1,1
2025-10-16T21:07:24.015234,0,3,0
2025-10-16T21:07:24.549264,0,1,0
2025-10-16T21:07:24.751507,0,1,0
2025-10-16T21:07:24.981602,0,1,0
2025-10-16T21:07:25.198736,1,2,1
2025-10-16T21:07:25.448050,0,1,1
2025-10-16T21:07:25.698896,0,-2,1
2025-10-16T21:07:25.923281,0,3,0
2025-10-16T21:07:26.149896,0,0,0
2025-10-16T21:07:26.382285,0,0,-1
2025-10-16T21:07:26.599941,42,35,-23
2025-10-16T21:07:26.831772,-176,-42,289
2025-10-16T21:07:27.067661,548,42,156
2025-10-16T21:07:27.305589,499,200,-31
2025-10-16T21:07:27.517303,351,318,-256
2025-10-16T21:07:27.749770,129,16,-408
2025-10-16T21:07:27.968235,488,179,182
2025-10-16T21:07:28.201930,200,146,139
2025-10-16T21:07:28.416976,76,-30,280
2025-10-16T21:07:28.669544,-41,-39,202
2025-10-16T21:07:28.900951,-156,-574,28
2025-10-16T21:07:29.416733,43,-486,-181
2025-10-16T21:07:29.665700,121,44,216
2025-10-16T21:07:29.882213,230,14,-469
2025-10-16T21:07:30.116497,-165,32,169
2025-10-16T21:07:30.333425,-267,-1254,205
2025-10-16T21:07:30.565115,419,552,65
2025-10-16T21:07:30.782627,80,686,51
2025-10-16T21:07:31.016497,-357,652,-328
2025-10-16T21:07:31.500600,54,-8,-8
2025-10-16T21:07:31.733113,-245,-141,424
2025-10-16T21:07:31.948708,-617,85,728
2025-10-16T21:07:32.199681,-3,435,890
2025-10-16T21:07:32.433114,476,220,682
2025-10-16T21:07:32.657636,-1318,1999,-2
2025-10-16T21:07:32.850388,-132,64,-620
2025-10-16T21:07:33.066184,136,-83,32
2025-10-16T21:07:33.287170,6,82,-118
2025-10-16T21:07:33.500791,199,-111,-48
2025-10-16T21:07:33.750660,227,-90,21
2025-10-16T21:07:34.267026,137,-346,177
2025-10-16T21:07:34.500414,-81,1,25
2025-10-16T21:07:34.716642,-452,46,-32
2025-10-16T21:07:34.949109,-374,-29,69
2025-10-16T21:07:35.168029,-381,-106,-27
2025-10-16T21:07:35.399867,-160,325,-243
2025-10-16T21:07:35.916735,84,-61,22
2025-10-16T21:07:36.133631,-600,121,-241
2025-10-16T21:07:36.366684,-477,229,52
2025-10-16T21:07:36.574490,-433,183,208
2025-10-16T21:07:36.816192,-19,60,62
2025-10-16T21:07:37.316480,-5,-129,-12
2025-10-16T21:07:37.534109,220,449,-14
2025-10-16T21:07:37.750691,-24,525,-46
2025-10-16T21:07:37.966346,-61,523,-1
2025-10-16T21:07:38.600847,233,-140,-152
2025-10-16T21:07:38.834428,224,-403,15
2025-10-16T21:07:39.069336,-32,-30,-2
2025-10-16T21:07:39.267525,-18,-72,27
2025-10-16T21:07:39.733365,128,17,121
2025-10-16T21:07:39.966971,-384,495,-262
2025-10-16T21:07:40.183998,-363,404,261
2025-10-16T21:07:40.416869,-3,173,781
2025-10-16T21:07:40.633525,-479,-265,424
2025-10-16T21:07:40.866843,-747,-64,11
2025-10-16T21:07:41.095891,-95,74,-246
2025-10-16T21:07:41.299331,325,-78,-123
2025-10-16T21:07:41.516421,-143,61,88
2025-10-16T21:07:41.749896,-137,-129,-134
2025-10-16T21:07:42.233836,-99,-562,-65
2025-10-16T21:07:42.467937,-87,-474,-171
2025-10-16T21:07:42.951403,-88,-374,-350
2025-10-16T21:07:43.202624,90,51,-3
2025-10-16T21:07:43.432309,187,-32,-142
2025-10-16T21:07:43.651402,-198,29,-49
2025-10-16T21:07:43.900220,-123,141,127
2025-10-16T21:07:44.133800,6,-187,-77
2025-10-16T21:07:44.665489,77,319,240
2025-10-16T21:07:44.899719,437,-54,-58
2025-10-16T21:07:45.132946,618,85,59
2025-10-16T21:07:45.365775,-256,-106,159
2025-10-16T21:07:45.620515,180,-83,79
2025-10-16T21:07:45.833234,16,64,184
2025-10-16T21:07:46.066012,-9,45,-52
2025-10-16T21:08:09.468597,0,1,2
2025-10-16T21:08:09.685364,-12,5,-6
2025-10-16T21:08:09.918875,-5,4,1
2025-10-16T21:08:10.150613,-8,3,-8
2025-10-16T21:08:10.368447,-15,-18,-19
2025-10-16T21:08:10.587657,44,168,-91
2025-10-16T21:08:10.818262,28,-29,-71
2025-10-16T21:08:11.036376,83,-77,96
2025-10-16T21:08:11.267985,-113,102,-156
2025-10-16T21:08:11.468459,-35,-533,-319
2025-10-16T21:08:11.684140,228,-209,-312
2025-10-16T21:08:25.663329,0,0,1
2025-10-16T21:08:25.869101,0,2,0
2025-10-16T21:08:26.074029,0,3,0
2025-10-16T21:08:26.286183,0,2,0
2025-10-16T21:08:26.519317,3,22,8
2025-10-16T21:08:26.735685,-105,83,245
2025-10-16T21:08:26.970391,149,-131,54
2025-10-16T21:08:27.186292,49,88,-49
2025-10-16T21:08:27.402062,12,48,247
2025-10-16T21:08:27.626818,-123,-504,-342
2025-10-16T21:08:27.820230,264,-401,-327
2025-10-16T21:08:28.051891,459,-134,-220
2025-10-16T21:08:28.220903,403,118,-193
2025-10-16T21:08:28.453439,-772,296,-449
2025-10-16T21:08:28.660957,67,-44,225
2025-10-16T21:08:28.853991,-48,17,-37
2025-10-16T21:08:29.055818,108,-30,-149
2025-10-16T21:08:29.285584,4,748,-20
2025-10-16T21:08:29.486571,-330,-32,61
2025-10-16T21:08:29.685293,-332,-13,66
2025-10-16T21:08:30.168754,-450,-121,51
2025-10-16T21:08:30.385343,49,-248,381
2025-10-16T21:08:30.586147,-287,-306,149
2025-10-16T21:08:30.786818,82,-56,215
2025-10-16T21:08:31.035368,189,-132,-45
2025-10-16T21:08:31.267890,-93,-259,7
2025-10-16T21:08:31.736780,22,258,-11
2025-10-16T21:08:31.936975,-1,481,-10
2025-10-16T21:08:32.137019,112,-281,464
2025-10-16T21:08:32.337230,-233,-1050,44
2025-10-16T21:08:32.575030,-795,-132,290
2025-10-16T21:08:32.771010,277,-75,-188
2025-10-16T21:08:33.003935,102,-134,232
2025-10-16T21:08:33.219616,-27,254,-318
2025-10-16T21:08:33.452632,-75,60,-471
2025-10-16T21:08:33.936420,-270,35,46
2025-10-16T21:08:34.168765,352,143,-666
2025-10-16T21:08:34.394410,-211,-325,-1119
2025-10-16T21:08:34.619848,534,-15,-965
2025-10-16T21:08:34.835806,-177,285,-968
2025-10-16T21:08:35.069751,319,-679,-745
2025-10-16T21:08:35.296979,427,436,-252
2025-10-16T21:08:35.503254,289,-643,-226
2025-10-16T21:08:35.717657,-364,321,1304
2025-10-16T21:08:35.921292,-536,-616,-413
2025-10-16T21:08:36.153155,290,-722,-367
2025-10-16T21:08:36.618867,518,-42,78
2025-10-16T21:08:36.852366,396,403,56
2025-10-16T21:08:37.069160,13,62,12
2025-10-16T21:08:37.302324,-92,-61,0
2025-10-16T21:08:37.503105,679,461,401
2025-10-16T21:08:37.718328,199,377,6
2025-10-16T21:08:37.952303,49,-1498,-138
2025-10-16T21:08:38.153790,138,-1585,-72
2025-10-16T21:08:38.636704,287,-1708,64
2025-10-16T21:08:38.869485,-209,-1954,123
2025-10-16T21:08:39.069812,-352,-1954,-9
2025-10-16T21:08:39.270710,-552,-1171,-323
2025-10-16T21:08:39.502469,-184,-1003,-68
2025-10-16T21:08:39.720095,-518,271,838
2025-10-16T21:08:39.920959,-905,-536,396
2025-10-16T21:08:40.153770,75,-84,-117
2025-10-16T21:08:40.370092,-50,147,-122
2025-10-16T21:08:40.605558,-127,-158,183
2025-10-16T21:08:40.834900,-145,273,306
2025-10-16T21:08:41.053228,-157,102,-131
2025-10-16T21:08:41.253997,-522,290,178
2025-10-16T21:08:41.453859,-226,111,257
2025-10-16T21:08:41.686846,-256,3,242
2025-10-16T21:08:41.913283,332,-683,-393
2025-10-16T21:08:42.117413,-152,102,30
2025-10-16T21:08:42.352405,79,-251,-266
2025-10-16T21:08:42.566429,322,128,-127
2025-10-16T21:08:42.788236,347,52,-98
2025-10-16T21:08:43.003363,-62,-446,210
2025-10-16T21:08:43.487367,2,-185,183
2025-10-16T21:08:43.689306,-100,-187,111
2025-10-16T21:08:43.903413,-194,-422,190
2025-10-16T21:08:44.139082,-82,-51,131
2025-10-16T21:08:44.354066,-105,39,38
2025-10-16T21:08:44.854255,102,-49,6
2025-10-16T21:08:45.086654,111,67,-5
2025-10-16T21:08:45.303548,-66,-226,594
2025-10-16T21:08:45.504229,-47,-54,167
2025-10-16T21:08:46.003055,816,-140,1032
2025-10-16T21:08:46.204168,110,-242,1042
2025-10-16T21:08:46.437030,-432,-97,946
2025-10-16T21:08:46.653882,265,18,977
2025-10-16T21:08:47.153719,-23,115,106
2025-10-16T21:08:47.402453,-293,-15,38
2025-10-16T21:08:47.630385,115,7,-102
2025-10-16T21:08:47.854398,-189,-893,322
2025-10-16T21:08:48.102418,-212,-374,373
2025-10-16T21:08:48.587183,-552,69,-16
2025-10-16T21:08:48.819741,-332,548,171
2025-10-16T21:08:49.036461,-260,67,173
2025-10-16T21:08:49.269510,-70,-135,40
2025-10-16T21:08:49.487664,-85,181,-258
2025-10-16T21:08:49.718963,-402,-58,190
2025-10-16T21:08:49.920213,-231,253,296
2025-10-16T21:08:50.135942,-28,214,380
2025-10-16T21:08:50.605226,-67,-272,390
2025-10-16T21:08:50.837239,162,-262,156
2025-10-16T21:08:51.069813,128,81,-247
2025-10-16T21:08:51.285885,-299,-109,54
2025-10-16T21:08:51.520429,-283,1111,278
2025-10-16T21:08:51.738476,27,109,468
2025-10-16T21:08:52.239657,-52,-440,415
2025-10-16T21:08:52.454854,-546,-414,113
2025-10-16T21:08:52.686985,-219,-173,-422
2025-10-16T21:08:52.904479,18,-97,-68
2025-10-16T21:08:53.107076,197,224,257
2025-10-16T21:08:53.354632,-373,-127,77
2025-10-16T21:08:53.870825,-311,241,398
2025-10-16T21:08:54.103599,-163,-169,495
2025-10-16T21:08:54.320743,-66,-306,-91
2025-10-16T21:08:54.569861,-60,189,-155
2025-10-16T21:08:54.782917,47,73,86
2025-10-16T21:08:55.008946,-516,-221,-780
2025-10-16T21:08:55.256622,283,203,-724
2025-10-16T21:08:55.481668,274,15,-732
2025-10-16T21:08:56.133765,-147,-40,-185
2025-10-16T21:08:56.402940,-53,-59,-13
2025-10-16T21:08:56.607101,232,-20,132
2025-10-16T21:08:56.831482,-17,195,93
2025-10-16T21:08:57.056902,26,92,120
2025-10-16T21:08:57.573325,11,-4,5
2025-10-16T21:08:57.800571,33,-10,39
2025-10-16T21:08:58.024401,164,-213,-17
2025-10-16T21:08:58.223584,-527,-1397,-72
2025-10-16T21:08:58.451541,977,-48,-1027
2025-10-16T21:08:58.677473,-16,-1894,940
2025-10-16T21:08:58.901390,-284,-1270,-84
2025-10-16T21:08:59.127434,-42,-1228,-322
2025-10-16T21:08:59.352491,1999,442,-2000
2025-10-16T21:08:59.575106,43,-49,-113
2025-10-16T21:08:59.802152,-19,-3,5
2025-10-16T21:09:00.024633,19,-25,-31
2025-10-16T21:09:00.206845,29,26,-18
2025-10-16T21:09:00.452714,-5,-1,3
2025-10-16T21:09:00.678532,-3,0,2
2025-10-16T21:09:00.902497,1,2,2
2025-10-16T21:09:01.127559,0,3,0
2025-10-16T21:09:01.353136,-1,0,1
2025-10-16T21:09:01.579886,-3,1,2
