timestamp,acc_x,acc_y,acc_z,accz_vert,accz_vert_lpf2,accz_vert_hpf0p1,mag_g_filtered,g_baseline,takeoff,landing
2025-10-16T21:05:26.431690,46,439,898,10.318974644922347,2.0725520511255198,10.190911869472286,0.06107301682185272,,0,0
2025-10-16T21:05:27.514875,45,432,893,10.033230931830133,7.767344865929484,8.79940261227233,0.06060941604018881,,0,0
2025-10-16T21:05:27.712559,45,446,886,10.234905165301381,9.526684840218687,8.0065901318104,0.060604467995310746,,0,0
2025-10-16T21:05:27.945423,30,433,917,10.150992660351935,9.973292942567625,7.038227832718563,0.061922203996791665,,0,0
2025-10-16T21:05:28.191239,54,440,897,10.184540366579618,10.1244120029439,6.2823163795281465,0.06106947887486583,,0,0
2025-10-16T21:05:28.413915,42,436,899,10.17167487464607,10.158222217651707,5.569559410486008,0.06103701779387751,,0,0
2025-10-16T21:05:28.627573,33,437,888,10.167492181282606,10.1648536272425,4.944084709090384,0.06044027727643504,,0,0
2025-10-16T21:05:28.858720,46,444,885,10.159010356041462,10.160673554242535,4.384615811020601,0.06049803332805097,,0,0
2025-10-16T21:05:29.076654,47,434,895,10.173152074859518,10.169600253913995,3.9077013017576516,0.06077796152432104,,0,0
2025-10-16T21:05:29.309815,52,421,895,10.180888005558787,10.177675118875307,3.478336568095285,0.06045161721643337,0.06084834908681277,0,0
2025-10-16T21:05:29.517412,41,436,882,10.165405268107493,10.168897694356824,3.0762774101577577,0.06010339198172443,0.06084834908681277,0,0
2025-10-16T21:05:29.717923,40,439,904,10.17694824763071,10.174656780186858,2.7431109067729738,0.06138622787429823,0.06084834908681277,0,0
2025-10-16T21:05:29.918625,33,437,900,10.175756976726102,10.175443822528404,2.435824856841037,0.061097929145725954,0.06084834908681277,0,0
2025-10-16T21:05:30.142264,32,445,903,10.174659275410464,10.174882584805205,2.1629258740752375,0.06147479601915794,0.06084834908681277,0,0
2025-10-16T21:05:30.360054,48,426,896,10.176151764156083,10.17579051157331,1.9227930606698964,0.060624718616265186,0.06084834908681277,0,0
2025-10-16T21:05:30.620496,69,438,1022,10.240408486182975,10.222015963325452,1.7652250595377341,0.06799571171204695,0.06084834908681277,0,0
2025-10-16T21:05:30.821012,271,270,959,10.24629774212792,10.23938630340915,1.5733955939206166,0.06301778649355248,0.06084834908681277,0,0
2025-10-16T21:05:31.043844,467,526,441,9.89519363973676,9.993162842148736,1.0858407221077622,0.050671899876101746,0.06084834908681277,0,0
2025-10-16T21:05:31.275584,710,610,316,9.804498118029327,9.858198659894587,0.8840519552767632,0.06030001614888293,0.06084834908681277,0,0
2025-10-16T21:05:31.493608,643,254,384,9.934163508335297,9.912541270563935,0.9005507950999195,0.048268776489096436,0.06084834908681277,0,0
2025-10-16T21:05:31.709996,838,427,-151,9.595695981495753,9.685881170008509,0.49933498361248113,0.058139758851207674,0.06084834908681277,0,0
2025-10-16T21:05:31.927877,686,475,-547,9.375604688407503,9.463920165865146,0.24807026201536783,0.0608955312136937,0.06084834908681277,0,0
2025-10-16T21:05:32.152624,-1605,-206,-5636,6.817432718193524,7.570715085328691,-2.0522130149445625,0.357891738022175,0.06084834908681277,0,0
2025-10-16T21:05:32.392942,0,260,-2729,8.275787535133594,8.075099394912824,-0.5275627123477143,0.1673191839863066,0.06084834908681277,0,0
2025-10-16T21:05:32.610630,-34,490,-3872,7.603825650161974,7.7379665478741115,-1.065615414952644,0.23822202102715306,0.06084834908681277,0,0
2025-10-16T21:05:32.842704,-3898,553,-9377,4.486683381958435,5.412111644088462,-3.71581464368775,0.6207258646444507,0.06084834908681277,0,0
2025-10-16T21:05:33.047391,-3550,171,-6102,6.280384298259856,6.033243704100455,-1.707538154509124,0.4310056451952748,0.06084834908681277,0,0
2025-10-16T21:05:33.276539,-5642,173,-10359,3.7405119888747396,4.393103171640627,-3.7732498975608193,0.7200363041331286,0.06084834908681277,0,0
2025-10-16T21:05:33.493960,-3310,410,-12540,2.659745115672985,3.1531191011195725,-4.312137580940525,0.7919903624639403,0.06084834908681277,0,0
2025-10-16T21:05:33.694348,-8190,-80,-10489,3.1574109452936856,3.1561893371799967,-3.3886423898197915,0.8122530089529856,0.06084834908681277,0,0
2025-10-16T21:05:33.929783,-4399,299,-10230,3.67396611987159,3.5265888402790857,-2.5514611509341125,0.6799149351961348,0.06084834908681277,0,0
2025-10-16T21:05:34.153588,-4864,557,-9923,3.6274443674238195,3.5987373768453867,-2.30795653195776,0.6753552422596178,0.06084834908681277,0,0
2025-10-16T21:05:34.343332,-5841,377,-8016,4.36092495140003,4.135718399250142,-1.4067622186833455,0.6058047992516353,0.06084834908681277,0,0
2025-10-16T21:05:34.576802,-6316,-103,-11517,2.4915378355476028,2.959528805281142,-2.9104157099987917,0.8017328562784484,0.06084834908681277,0,0
2025-10-16T21:05:34.807876,-5516,440,-8346,4.101549246888791,3.7764905120257866,-1.1552333894753126,0.6111919629251673,0.06084834908681277,0,0
2025-10-16T21:05:35.032460,-6082,801,-9994,3.014999765169893,3.2317465148466398,-1.9915209657725643,0.7157328163161812,0.06084834908681277,0,0
2025-10-16T21:05:35.243368,-2416,231,-5323,6.492685053503461,5.564508536496797,1.3202560537839936,0.3570673805335951,0.06084834908681277,0,0
2025-10-16T21:05:35.476045,-2649,178,-1970,7.994240046437019,7.302653957517177,2.50679757312669,0.20178360197195053,0.06084834908681277,0,0
2025-10-16T21:05:35.693652,-1354,-98,-1438,8.71079402338496,8.309988388350499,2.863512017383506,0.12070099912086109,0.06084834908681277,0,0
