                                                                                LinearAcceleration                                                              04.04.2511.32.4552  
Timestamp,AccX,AccY,AccZ
1743758128.013,-9.475915908813477,2.9624202251434326,0.8758043646812439
1743758128.013,-9.499845504760742,3.0054924488067627,0.9906639456748962
1743758128.013,-9.413700103759766,3.034207344055176,1.0289504528045654
1743758128.013,-9.475915908813477,2.9815635681152344,1.0337363481521606
1743758128.092,-9.423272132873535,2.9624202251434326,1.0528795719146729
1743758128.092,-9.198338508605957,3.048564910888672,1.0480937957763672
1743758128.092,-9.322770118713379,3.015064239501953,1.0241646766662598
1743758128.092,-9.241411209106445,3.019850015640259,0.8997334241867065
1743758128.17,-9.56684684753418,2.6752712726593018,0.8805902004241943
1743758128.17,-9.317984580993652,2.6609137058258057,1.0050214529037476
1743758128.17,-9.179195404052734,2.7374868392944336,0.904519259929657
1743758128.17,-9.317984580993652,2.928919553756714,0.904519259929657
1743758128.249,-9.590775489807129,2.9193477630615234,0.708300769329071
1743758128.249,-9.64341926574707,3.000706672668457,0.6939433217048645
1743758128.249,-9.8444242477417,3.1921393871307373,0.7322298884391785
1743758128.249,-9.801351547241211,3.196925163269043,0.7178724408149719
1743758128.328,-9.868352890014648,3.1251380443573,0.746587336063385
1743758128.328,-9.71520709991455,3.000706672668457,0.9380199909210205
1743758128.328,-9.71520709991455,2.9193477630615234,0.9810923337936401
1743758128.328,-9.475915908813477,2.7949166297912598,1.043307900428772
1743758128.407,-9.456772804260254,2.7566301822662354,0.923662543296814
1743758128.407,-9.437629699707031,2.7422726154327393,0.7800880670547485
1743758128.407,-9.298840522766113,2.7518444061279297,0.8614469170570374
1743758128.407,-9.418486595153809,2.732701063156128,0.7370156645774841
1743758128.486,-9.27969741821289,2.593912363052368,0.8518753051757812
1743758128.486,-9.054763793945312,2.6226272583007812,0.8853759765625
1743758128.486,-9.116979598999023,2.598698139190674,0.8997334241867065
1743758128.486,-8.992548942565918,2.6034839153289795,1.0672370195388794
1743758128.564,-9.260554313659668,2.488624334335327,0.9667348861694336
1743758128.564,-9.308412551879883,2.670485496520996,0.9667348861694336
1743758128.564,-9.054763793945312,2.7422726154327393,1.1198810338974
1743758128.564,-9.404129028320312,2.928919553756714,0.8518753051757812
1743758128.643,-9.4950590133667,2.8906328678131104,0.5838695764541626
1743758128.643,-9.451987266540527,2.9480626583099365,0.588655412197113
1743758128.643,-9.27969741821289,2.9528486728668213,0.7370156645774841
1743758128.643,-9.236625671386719,2.8762755393981934,0.6221560835838318
1743758128.722,-9.150480270385742,2.9624202251434326,0.4929390549659729
1743758128.722,-9.839637756347656,2.804488182067871,0.46900999546051025
1743758128.722,-9.236625671386719,2.584340810775757,0.6652284264564514
1743758128.722,-8.30817699432373,2.584340810775757,1.7228938341140747
1743758128.8,-9.203125,2.775773286819458,0.6365135312080383
1743758128.8,-9.308412551879883,3.043779134750366,0.540797233581543
1743758128.8,-8.729329109191895,3.259140729904175,0.9667348861694336
1743758128.8,-8.968619346618652,3.163424491882324,1.2825987339019775
1743758128.879,-9.585989952087402,3.350071430206299,1.2347406148910522
1743758128.879,-10.10285758972168,3.5080032348632812,0.5025107264518738
1743758128.879,-10.203360557556152,3.675506830215454,0.7848738431930542
1743758128.879,-9.686491966247559,3.4027152061462402,1.2108114957809448
1743758128.958,-9.629061698913574,3.603719472885132,1.0959519147872925
1743758128.958,-10.040642738342285,3.8956544399261475,0.588655412197113
1743758128.958,-9.729564666748047,3.5941479206085205,0.7130866050720215
1743758128.958,-9.528559684753418,3.890868663787842,0.26800569891929626
1743758129.037,-9.222268104553223,3.843010425567627,0.06700142472982407
1743758129.037,-9.46155834197998,3.6132912635803223,-0.08135887235403061
1743758129.037,-8.68147087097168,3.527146577835083,0.19621846079826355
1743758129.037,-8.834616661071777,3.2687125205993652,0.2727915346622467
1743758129.116,-8.963833808898926,3.153852939605713,0.2536482512950897
1743758129.116,-9.241411209106445,3.407501220703125,0.06221561133861542
1743758129.116,-8.997334480285645,3.709007501602173,0.32543548941612244
1743758129.116,-8.944690704345703,3.5750045776367188,0.5838695764541626
1743758129.194,-9.294054985046387,3.7185792922973633,0.7418015003204346
1743758129.194,-9.418486595153809,4.168446063995361,0.7800880670547485
1743758129.194,-9.518988609313965,4.082301139831543,0.8518753051757812
1743758129.194,-9.64341926574707,3.9961564540863037,0.679585874080658
1743758129.273,-9.672134399414062,4.0583720207214355,0.3541503846645355
1743758129.273,-9.729564666748047,3.704221725463867,0.3015064299106598
1743758129.273,-9.21748161315918,3.3692145347595215,0.3445787727832794
1743758129.273,-8.93990421295166,3.4314301013946533,0.3302213251590729
1743758129.352,-9.504631042480469,3.8765110969543457,-0.15314611792564392
1743758129.352,-9.136122703552246,4.101444244384766,-0.3732936680316925
1743758129.352,-9.46155834197998,3.977013349533081,-0.2010042816400528
1743758129.352,-9.877924919128418,3.6372203826904297,-0.15314611792564392
1743758129.43,-9.767850875854492,3.5080032348632812,0.4307234585285187
1743758129.43,-9.705635070800781,3.527146577835083,0.5503688454627991
1743758129.43,-9.595561027526855,3.68986439704895,0.44986671209335327
1743758129.43,-9.0978364944458,3.570218801498413,0.5742979645729065
1743758129.509,-9.116979598999023,3.3692145347595215,0.47858160734176636
1743758129.509,-8.877689361572266,3.3979294300079346,0.5503688454627991
1743758129.509,-9.026049613952637,3.2495691776275635,0.3924369215965271
1743758129.509,-9.002120018005371,3.1921393871307373,0.18664683401584625
1743758129.588,-8.93990421295166,3.2208542823791504,0.4211518168449402
1743758129.588,-8.432607650756836,3.4266443252563477,0.5599405169487
